team.id,team.uid,team.slug,team.location,team.name,team.abbreviation,team.displayName,team.shortDisplayName,team.isActive,team.links,team.franchise.$ref,team.franchise.id,team.franchise.uid,team.franchise.slug,team.franchise.location,team.franchise.name,team.franchise.abbreviation,team.franchise.displayName,team.franchise.shortDisplayName,team.franchise.isActive,team.nextEvent
52,s:1~l:10~t:52,sacramento-river-cats,Sacramento,River Cats,SAC,Sacramento River Cats,River Cats,False,"[{'language': 'en-US', 'rel': ['injuries', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/injuries/_/name/sac', 'text': 'Injuries', 'shortText': 'Injuries', 'isExternal': False, 'isPremium': False}]",http://sports.core.api.espn.pvt/v2/sports/baseball/leagues/mlb/franchises/52?lang=en&region=us,52,s:1~l:10~f:52,sacramento-river-cats,Sacramento,River Cats,SAC,Sacramento River Cats,River Cats,False,"[{'id': '380324152', 'date': '2018-03-25T01:05Z', 'name': 'San Francisco Giants at Sacramento River Cats', 'shortName': 'SF @ SAC', 'season': {'year': 2018, 'displayName': '2018'}, 'seasonType': {'id': '1', 'type': 1, 'name': 'Spring Training', 'abbreviation': 'pre'}, 'timeValid': True, 'competitions': [{'id': '380324152', 'date': '2018-03-25T01:05Z', 'attendance': 0, 'type': {'id': '18', 'text': 'Exhibition', 'abbreviation': 'EXH', 'slug': 'exhibition', 'type': 'exhibition'}, 'timeValid': True, 'neutralSite': False, 'boxscoreAvailable': False, 'ticketsAvailable': False, 'venue': {'fullName': 'Raley Field', 'address': {'city': 'Sacramento', 'state': 'California', 'zipCode': '95899'}}, 'competitors': [{'id': '52', 'type': 'team', 'order': 0, 'homeAway': 'home', 'winner': True, 'team': {'id': '52', 'location': 'Sacramento', 'abbreviation': 'SAC', 'displayName': 'Sacramento River Cats', 'shortDisplayName': 'River Cats', 'links': [{'rel': ['injuries', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/injuries/_/name/sac', 'text': 'Injuries'}]}, 'score': {'value': 6, 'displayValue': '6'}, 'record': []}, {'id': '26', 'type': 'team', 'order': 1, 'homeAway': 'away', 'winner': False, 'team': {'id': '26', 'location': 'San Francisco', 'abbreviation': 'SF', 'displayName': 'San Francisco Giants', 'shortDisplayName': 'Giants', 'logos': [{'href': 'https://a.espncdn.com/i/teamlogos/mlb/500/sf.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default'], 'lastUpdated': '2024-07-01T17:48Z'}, {'href': 'https://a.espncdn.com/i/teamlogos/mlb/500-dark/sf.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark'], 'lastUpdated': '2024-07-01T17:49Z'}, {'href': 'https://a.espncdn.com/i/teamlogos/mlb/500/scoreboard/sf.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard'], 'lastUpdated': '2024-07-01T17:48Z'}, {'href': 'https://a.espncdn.com/i/teamlogos/mlb/500-dark/scoreboard/sf.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard', 'dark'], 'lastUpdated': '2024-07-01T17:49Z'}], 'links': [{'rel': ['clubhouse', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/_/name/sf/san-francisco-giants', 'text': 'Clubhouse'}, {'rel': ['roster', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/roster/_/name/sf/san-francisco-giants', 'text': 'Roster'}, {'rel': ['stats', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/stats/_/name/sf/san-francisco-giants', 'text': 'Statistics'}, {'rel': ['schedule', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/schedule/_/name/sf', 'text': 'Schedule'}, {'rel': ['photos', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/photos/_/name/sf', 'text': 'photos'}, {'rel': ['tickets', 'desktop', 'team'], 'href': 'https://www.vividseats.com/san-francisco-giants-tickets--sports-mlb-baseball/performer/759?wsUser=717', 'text': 'Tickets'}, {'rel': ['transactions', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/transactions/_/name/sf', 'text': 'Transactions'}, {'rel': ['injuries', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/injuries/_/name/sf', 'text': 'Injuries'}, {'rel': ['depthchart', 'desktop', 'team'], 'href': 'https://www.espn.com/mlb/team/depth/_/name/sf', 'text': 'Depth Chart'}]}, 'score': {'value': 5, 'displayValue': '5'}, 'record': [{'id': '0', 'abbreviation': 'Total', 'displayName': 'Overall', 'shortDisplayName': 'OVER', 'description': 'Overall Record', 'type': 'total', 'displayValue': '15-16'}, {'id': '33', 'abbreviation': 'Home', 'displayName': 'Home', 'shortDisplayName': 'HOME', 'description': 'Home Record', 'type': 'home', 'displayValue': '7-10'}, {'id': '34', 'abbreviation': 'AWAY', 'displayName': 'Road', 'shortDisplayName': 'AWAY', 'description': 'Away Record', 'type': 'road', 'displayValue': '8-6'}, {'id': '614', 'abbreviation': 'Last Ten', 'displayName': 'Last Ten Games', 'shortDisplayName': 'L10', 'description': 'Record last 10 games', 'type': 'lasttengames', 'displayValue': '5-5'}]}], 'notes': [], 'broadcasts': [], 'status': {'clock': 0, 'displayClock': '0:00', 'period': 9, 'type': {'id': '3', 'name': 'STATUS_FINAL', 'state': 'post', 'completed': True, 'description': 'Final', 'detail': 'Final', 'shortDetail': 'Final'}, 'halfInning': 16, 'periodPrefix': 'Top'}}], 'links': [{'language': 'en-US', 'rel': ['summary', 'desktop', 'event'], 'href': 'https://www.espn.com/mlb/game/_/gameId/380324152/giants-river-cats', 'text': 'Gamecast', 'shortText': 'Summary', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['summary', 'sportscenter', 'app', 'event'], 'href': 'sportscenter://x-callback-url/showGame?sportName=baseball&leagueAbbrev=mlb&gameId=380324152', 'text': 'Gamecast', 'shortText': 'Summary', 'isExternal': False, 'isPremium': False}, {'language': 'en-US', 'rel': ['now', 'desktop', 'event'], 'href': 'https://www.espn.com/mlb/game/_/gameId/380324152', 'text': 'Now', 'shortText': 'Now', 'isExternal': False, 'isPremium': False}]}]"
